"","login","host","data"
"12169","allen.mathis","194.29.178.218",2014-11-13 06:00:03
"12170","f.barnes","193.0.96.13.46",2014-11-13 06:00:31
"12171","f.gross","194.29.178.5",2014-11-13 06:11:31
"12172","ssha","194.29.178.59",2014-11-13 06:56:31
"12173","kurt.carlson","194.29.178.223",2014-11-13 07:16:21
"12174","m.ross","193.0.96.13.30",2014-11-13 07:24:17
"12175","bcal","194.29.178.248",2014-11-13 07:25:00
"12176","jkir","194.29.178.185",2014-11-13 07:39:21
"12177","m.valdez","194.29.178.165",2014-11-13 07:58:41
"12178","r.patton","194.29.178.197",2014-11-13 08:01:11
"12179","cwal","194.29.178.200",2014-11-13 08:18:30
"12180","heidi.watts","194.29.178.223",2014-11-13 08:21:29
"12181","talv","194.29.178.64",2014-11-13 08:40:07
"12182","florence.bridges","194.29.178.236",2014-11-13 08:42:51
"12183","jmur","194.29.178.124",2014-11-13 08:46:32
"12184","bmey","194.29.178.40",2014-11-13 08:47:12
"12185","terrance.christian","194.29.178.234",2014-11-13 08:49:44
"12186","dave.coleman","193.0.96.13.49",2014-11-13 09:21:22
"12187","bglo","194.29.178.208",2014-11-13 09:23:16
"12188","d.mcgee","194.29.178.243",2014-11-13 09:25:55
"12189","lmor","194.29.178.129",2014-11-13 09:33:44
"12190","harold.espinoza","194.29.178.51",2014-11-13 09:36:06
"12191","andrea.burgess","194.29.178.93",2014-11-13 09:36:55
"12192","cbro","193.0.96.13.9",2014-11-13 09:42:49
"12193","a.mcguire","194.29.178.179",2014-11-13 10:11:57
"12194","mhoo","193.0.96.13.6",2014-11-13 10:12:18
"12195","ssha","193.0.96.13.50",2014-11-13 10:15:37
"12196","andy.copeland","194.29.178.201",2014-11-13 10:28:29
"12197","j.newman","194.29.178.243",2014-11-13 10:32:30
"12198","kcol","194.29.178.87",2014-11-13 10:55:18
"12199","farm","194.29.178.138",2014-11-13 10:59:51
"12200","v.dyer","194.29.178.249",2014-11-13 11:12:51
"12201","jonathan.benson","194.29.178.191",2014-11-13 11:13:50
"12202","p.vargas","194.29.178.206",2014-11-13 11:40:43
"12203","d.dominguez","194.29.178.167",2014-11-13 11:49:11
"12204","jtod","194.29.178.109",2014-11-13 12:08:34
"12205","cpet","194.29.178.207",2014-11-13 12:18:31
"12206","clov","194.29.178.214",2014-11-13 12:21:06
"12207","elmer.howard","193.0.96.13.23",2014-11-13 13:03:14
"12208","anthony.gregory","193.0.96.13.30",2014-11-13 13:14:06
"12209","dolores.bowen","194.29.178.96",2014-11-13 13:20:36
"12210","lpra","194.29.178.142",2014-11-13 13:50:44
"12211","cfow","194.29.178.63",2014-11-13 13:55:41
"12212","pben","193.0.96.13.50",2014-11-13 13:56:40
"12213","lcoo","194.29.178.42",2014-11-13 13:58:25
"12214","lois.nicholson","194.29.178.242",2014-11-13 14:25:41
"12215","alicia.rodriguez","194.29.178.134",2014-11-13 14:46:41
"12216","t.williamson","194.29.178.92",2014-11-13 14:58:41
"12217","gfre","194.29.178.21",2014-11-13 15:03:04
"12218","apar","194.29.178.245",2014-11-13 15:04:54
"12219","dbry","194.29.178.141",2014-11-13 15:08:32
"12220","dana.watkins","194.29.178.216",2014-11-13 15:16:34
"12221","sham","194.29.178.108",2014-11-13 15:36:21
"12222","s.lee","194.29.178.86",2014-11-13 15:36:32
"12223","talv","194.29.178.112",2014-11-13 16:23:11
"12224","tyler.may","193.0.96.13.48",2014-11-13 16:24:45
"12225","corey.gray","194.29.178.137",2014-11-13 16:43:50
"12226","lmor","194.29.178.129",2014-11-13 16:45:08
"12227","bcal","194.29.178.6",2014-11-13 16:51:08
"12228","k.simmons","194.29.178.8",2014-11-13 17:04:54
"12229","alicia.rodriguez","194.29.178.134",2014-11-13 17:09:15
"12230","carole.randall","194.29.178.103",2014-11-13 17:18:56
"12231","cjam","194.29.178.191",2014-11-13 17:36:34
"12232","awal","193.0.96.13.39",2014-11-13 17:40:59
"12233","rlar","194.29.178.75",2014-11-13 17:45:14
"12234","ramon.reyes","194.29.178.13",2014-11-13 17:50:23
"12235","kurt.carlson","194.29.178.223",2014-11-13 17:52:19
"12236","angel.adams","194.29.178.206",2014-11-13 18:11:16
"12237","denise.sandoval","194.29.178.91",2014-11-13 18:37:18
"12238","loretta.schroeder","194.29.178.244",2014-11-13 18:40:01
"12239","harold.espinoza","194.29.178.204",2014-11-13 18:52:45
"12240","charlotte.perry","194.29.178.42",2014-11-13 19:10:57
"12241","cbro","193.0.96.13.30",2014-11-13 19:16:48
"12242","sbat","194.29.178.123",2014-11-13 19:17:17
"12243","jmit","194.29.178.113",2014-11-13 19:31:39
"12244","g.fernandez","194.29.178.98",2014-11-13 19:42:37
"12245","sam.holloway","194.29.178.24",2014-11-13 19:46:45
"12246","richard.mccarthy","194.29.178.124",2014-11-13 19:58:23
"12247","dcon","193.0.96.13.39",2014-11-13 20:05:42
"12248","kim.phelps","194.29.178.147",2014-11-13 20:17:38
"12249","david.weber","194.29.178.232",2014-11-13 20:18:36
"12250","claude.clark","194.29.178.167",2014-11-13 20:19:03
"12251","m.garza","194.29.178.45",2014-11-13 20:20:09
"12252","harold.espinoza","194.29.178.51",2014-11-13 20:22:16
"12253","jbel","194.29.178.126",2014-11-13 20:45:56
"12254","johnins","194.29.178.81",2014-11-13 20:50:05
"12255","gsto","194.29.178.238",2014-11-13 20:52:03
"12256","cpet","194.29.178.207",2014-11-13 21:16:12
"12257","dolores.bowen","194.29.178.96",2014-11-13 21:26:41
"12258","isaac.arnold","193.0.96.13.43",2014-11-13 21:44:10
"12259","ryan.beck","194.29.178.232",2014-11-13 22:04:35
"12260","k.ray","194.29.178.22",2014-11-13 22:30:23
"12261","jimmie.keller","194.29.178.16",2014-11-13 22:55:57
"12262","ewhi","194.29.178.199",2014-11-13 22:57:03
"12263","peter.schneider","193.0.96.13.12",2014-11-13 23:04:06
"12264","f.barnes","193.0.96.13.46",2014-11-13 23:31:29
"12265","steven.gardner","193.0.96.13.17",2014-11-13 23:33:02
"12266","kristen.pearson","194.29.178.160",2014-11-13 23:36:22
"12267","bhod","194.29.178.249",2014-11-13 23:37:11
"12268","cjam","194.29.178.197",2014-11-13 23:37:25
"12269","t.weaver","194.29.178.213",2014-11-13 23:41:52
"12270","v.padilla","194.29.178.249",2014-11-13 23:52:57
"12271","clifford.stephens","193.0.96.13.33",2014-11-14 00:04:08
"12272","m.collier","194.29.178.74",2014-11-14 00:04:35
"12273","lmor","194.29.178.129",2014-11-14 00:09:26
"12274","t.miller","194.29.178.150",2014-11-14 00:10:10
"12275","clifford.stephens","193.0.96.13.33",2014-11-14 00:18:50
"12276","a.ball","194.29.178.107",2014-11-14 00:33:05
"12277","tyler.may","194.29.178.27",2014-11-14 00:35:51
"12278","m.hodges","194.29.178.186",2014-11-14 00:46:27
"12279","corey.gray","194.29.178.160",2014-11-14 00:46:54
"12280","sest","194.29.178.25",2014-11-14 00:58:56
"12281","isaac.arnold","194.29.178.42",2014-11-14 00:59:34
"12282","gerald.long","194.29.178.205",2014-11-14 01:10:58
"12283","andrea.burgess","194.29.178.93",2014-11-14 01:18:44
"12284","sbat","194.29.178.123",2014-11-14 01:34:44
"12285","rtho","194.29.178.164",2014-11-14 01:56:00
"12286","c.ramsey","194.29.178.116",2014-11-14 02:08:18
"12287","dshi","194.29.178.2",2014-11-14 02:10:06
"12288","marsha.erickson","194.29.178.81",2014-11-14 02:10:57
"12289","esal","194.29.178.80",2014-11-14 02:19:00
"12290","t.payne","193.0.96.13.4",2014-11-14 02:20:52
"12291","kurt.carlson","194.29.178.107",2014-11-14 02:28:08
"12292","vril","194.29.178.27",2014-11-14 02:29:32
"12293","irma.cortez","194.29.178.76",2014-11-14 02:34:19
"12294","bhod","194.29.178.151",2014-11-14 02:36:11
"12295","cbro","193.0.96.13.30",2014-11-14 02:36:13
"12296","l.stone","194.29.178.110",2014-11-14 02:39:28
"12297","annie.keith","194.29.178.76",2014-11-14 03:00:07
"12298","whuf","194.29.178.122",2014-11-14 03:09:01
"12299","a.mcguire","194.29.178.9",2014-11-14 03:15:41
"12300","r.spencer","193.0.96.13.15",2014-11-14 03:35:02
"12301","crystal.moreno","194.29.178.244",2014-11-14 03:41:46
"12302","jree","193.0.96.13.50",2014-11-14 03:42:14
"12303","j.ingram","193.0.96.13.26",2014-11-14 04:18:37
"12304","ssha","194.29.178.59",2014-11-14 04:19:22
"12305","cfow","194.29.178.63",2014-11-14 04:26:34
"12306","mwol","194.29.178.48",2014-11-14 04:27:12
"12307","brett.johnson","193.0.96.13.40",2014-11-14 04:36:22
"12308","r.brown","194.29.178.130",2014-11-14 04:39:23
"12309","bber","194.29.178.140",2014-11-14 04:54:48
"12310","rlar","194.29.178.75",2014-11-14 04:59:32
"12311","vcur","194.29.178.54",2014-11-14 05:16:17
"12312","isaac.arnold","194.29.178.42",2014-11-14 05:18:38
"12313","dhay","194.29.178.149",2014-11-14 05:19:08
"12314","talv","194.29.178.112",2014-11-14 05:24:38
"12315","g.hogan","194.29.178.231",2014-11-14 05:28:02
"12316","jerry.fisher","194.29.178.82",2014-11-14 05:29:07
"12317","a.allison","194.29.178.45",2014-11-14 05:30:43
"12318","t.miller","194.29.178.124",2014-11-14 05:35:49
"12319","c.tran","193.0.96.13.29",2014-11-14 05:39:57
"12320","m.elliott","194.29.178.182",2014-11-14 05:47:45
"12321","dshi","194.29.178.2",2014-11-14 05:48:59
"12322","cbla","194.29.178.151",2014-11-14 05:50:25
"12323","jeffrey.morris","194.29.178.178",2014-11-14 06:35:05
"12324","lmor","194.29.178.129",2014-11-14 06:38:04
"12325","ruben.kim","194.29.178.169",2014-11-14 06:51:45
"12326","v.padilla","194.29.178.27",2014-11-14 06:56:43
"12327","j.ingram","194.29.178.255",2014-11-14 07:02:19
"12328","m.santiago","194.29.178.102",2014-11-14 07:08:44
"12329","nspa","194.29.178.51",2014-11-14 07:11:16
"12330","bobby.eaton","194.29.178.164",2014-11-14 07:18:41
"12331","renee.dennis","194.29.178.226",2014-11-14 07:19:21
"12332","vera.petersen","194.29.178.131",2014-11-14 07:29:44
"12333","samantha.hubbard","194.29.178.156",2014-11-14 07:35:32
"12334","a.gates","193.0.96.13.36",2014-11-14 07:40:15
"12335","joseph.tate","193.0.96.13.34",2014-11-14 07:46:34
"12336","gerald.long","194.29.178.205",2014-11-14 07:48:12
"12337","fnel","194.29.178.155",2014-11-14 08:18:32
"12338","mshe","194.29.178.207",2014-11-14 08:34:54
"12339","emily.ruiz","194.29.178.139",2014-11-14 08:44:08
"12340","sfos","194.29.178.140",2014-11-14 08:44:53
"12341","cpet","194.29.178.230",2014-11-14 08:45:08
"12342","peter.schneider","193.0.96.13.12",2014-11-14 08:48:57
"12343","gswa","194.29.178.115",2014-11-14 09:16:01
"12344","rhou","194.29.178.140",2014-11-14 09:19:03
"12345","d.cobb","193.0.96.13.54",2014-11-14 09:23:03
"12346","charlene.terry","194.29.178.101",2014-11-14 09:30:09
"12347","c.sawyer","194.29.178.10",2014-11-14 09:47:28
"12348","a.cruz","194.29.178.127",2014-11-14 09:51:35
"12349","sharon.ware","194.29.178.65",2014-11-14 09:58:35
"12350","mhoo","193.0.96.13.6",2014-11-14 10:44:23
"12351","g.sherman","194.29.178.53",2014-11-14 10:53:52
"12352","talv","194.29.178.112",2014-11-14 10:56:20
"12353","jdun","194.29.178.71",2014-11-14 11:07:11
"12354","s.edwards","194.29.178.50",2014-11-14 11:07:40
"12355","a.powers","194.29.178.132",2014-11-14 11:20:12
"12356","jvas","194.29.178.157",2014-11-14 11:27:08
"12357","kelly.davenport","194.29.178.9",2014-11-14 11:39:18
"12358","jesse.wheeler","193.0.96.13.40",2014-11-14 11:39:32
"12359","rhonda.harmon","194.29.178.184",2014-11-14 11:41:23
"12360","v.schultz","194.29.178.34",2014-11-14 11:42:28
"12361","cman","194.29.178.118",2014-11-14 11:47:56
"12362","bernard.klein","194.29.178.9",2014-11-14 11:51:24
"12363","chad.garner","194.29.178.39",2014-11-14 12:00:19
"12364","rhou","194.29.178.140",2014-11-14 12:24:04
"12365","f.parrish","194.29.178.125",2014-11-14 12:43:25
"12366","d.baker","194.29.178.28",2014-11-14 12:48:16
"12367","a.morrison","194.29.178.124",2014-11-14 13:25:28
"12368","c.fuller","194.29.178.13",2014-11-14 14:04:05
"12369","ejon","194.29.178.24",2014-11-14 14:23:40
"12370","jmur","194.29.178.65",2014-11-14 14:30:00
"12371","blew","194.29.178.210",2014-11-14 14:37:09
"12372","jree","194.29.178.230",2014-11-14 14:38:44
"12373","t.palmer","193.0.96.13.51",2014-11-14 14:46:36
"12374","maurice.ferguson","194.29.178.221",2014-11-14 14:48:40
"12375","kelly.davenport","194.29.178.9",2014-11-14 14:59:47
"12376","mrom","193.0.96.13.15",2014-11-14 15:04:52
"12377","eroy","194.29.178.154",2014-11-14 15:11:32
"12378","dgri","194.29.178.252",2014-11-14 15:12:32
"12379","dorothy.simpson","194.29.178.82",2014-11-14 15:22:14
"12380","s.barrett","194.29.178.87",2014-11-14 15:33:26
"12381","clarence.torres","194.29.178.11",2014-11-14 15:44:27
"12382","kelly.davenport","194.29.178.9",2014-11-14 15:51:38
"12383","anic","194.29.178.249",2014-11-14 16:17:20
"12384","theresa.griffin","194.29.178.182",2014-11-14 16:30:25
"12385","phyllis.underwood","193.0.96.13.5",2014-11-14 16:51:14
"12386","johnins","194.29.178.13",2014-11-14 17:01:24
"12387","mcas","194.29.178.49",2014-11-14 17:02:21
"12388","andrea.burgess","194.29.178.93",2014-11-14 17:09:25
"12389","l.hill","194.29.178.121",2014-11-14 17:17:24
"12390","j.savage","194.29.178.230",2014-11-14 17:22:54
"12391","t.baxter","194.29.178.62",2014-11-14 17:39:59
"12392","cjam","194.29.178.191",2014-11-14 17:46:45
"12393","pedro.webster","194.29.178.121",2014-11-14 17:52:38
"12394","k.saunders","194.29.178.243",2014-11-14 18:01:42
"12395","edan","193.0.96.13.49",2014-11-14 18:02:12
"12396","arnold.wilkins","194.29.178.222",2014-11-14 18:03:47
"12397","johnins","194.29.178.81",2014-11-14 18:10:23
"12398","ryan.beck","194.29.178.230",2014-11-14 18:15:19
"12399","katherine.byrd","194.29.178.51",2014-11-14 18:21:12
"12400","joann.kennedy","193.0.96.13.0",2014-11-14 18:21:44
"12401","t.miller","194.29.178.150",2014-11-14 18:35:36
"12402","christian.sanchez","194.29.178.67",2014-11-14 18:45:16
"12403","r.bailey","194.29.178.49",2014-11-14 18:46:48
"12404","r.garrison","193.0.96.13.38",2014-11-14 19:08:44
"12405","mowe","194.29.178.47",2014-11-14 19:28:45
"12406","czim","194.29.178.87",2014-11-14 19:37:08
"12407","mbre","193.0.96.13.7",2014-11-14 19:42:31
"12408","patricia.marshall","194.29.178.15",2014-11-14 19:49:26
"12409","j.osborne","193.0.96.13.47",2014-11-14 19:54:35
"12410","d.mcgee","194.29.178.145",2014-11-14 20:04:05
"12411","l.russell","194.29.178.162",2014-11-14 20:13:42
"12412","i.park","194.29.178.91",2014-11-14 20:16:54
"12413","jmit","193.0.96.13.40",2014-11-14 20:28:19
"12414","nbis","194.29.178.104",2014-11-14 20:36:56
"12415","d.little","194.29.178.219",2014-11-14 20:38:03
"12416","g.hogan","194.29.178.54",2014-11-14 20:40:07
"12417","corey.gray","194.29.178.160",2014-11-14 20:43:54
"12418","sbow","194.29.178.187",2014-11-14 20:45:41
"12419","michelle.contreras","193.0.96.13.11",2014-11-14 20:52:07
"12420","aant","194.29.178.136",2014-11-14 21:03:46
"12421","mbre","193.0.96.13.7",2014-11-14 21:03:47
"12422","jpar","193.0.96.13.23",2014-11-14 21:07:19
"12423","j.wise","194.29.178.180",2014-11-14 21:19:45
"12424","gregory.harrison","193.0.96.13.1",2014-11-14 21:27:37
"12425","donna.hall","194.29.178.161",2014-11-14 21:46:08
"12426","gfre","194.29.178.21",2014-11-14 21:49:21
"12427","k.holland","194.29.178.18",2014-11-14 21:52:53
"12428","r.bailey","194.29.178.103",2014-11-14 21:58:06
"12429","p.freeman","194.29.178.155",2014-11-14 21:58:56
"12430","jesse.wheeler","193.0.96.13.40",2014-11-14 22:17:31
"12431","cbur","194.29.178.235",2014-11-14 22:31:34
"12432","corey.gray","194.29.178.137",2014-11-14 22:33:20
"12433","sbat","194.29.178.123",2014-11-14 22:34:32
"12434","apar","194.29.178.179",2014-11-14 22:36:20
"12435","t.miller","194.29.178.150",2014-11-14 22:41:54
"12436","sfos","194.29.178.140",2014-11-14 22:53:24
"12437","jkir","194.29.178.219",2014-11-14 22:56:11
"12438","s.barnett","194.29.178.61",2014-11-14 22:58:41
"12439","j.osborne","194.29.178.128",2014-11-14 22:59:52
"12440","awal","193.0.96.13.39",2014-11-14 23:34:35
"12441","patsy.fox","194.29.178.143",2014-11-14 23:41:36
"12442","a.shepherd","194.29.178.161",2014-11-14 23:42:16
"12443","twad","193.0.96.13.19",2014-11-14 23:42:31
"12444","christian.sanchez","194.29.178.105",2014-11-14 23:50:10
"12445","gfre","194.29.178.21",2014-11-14 23:53:28
"12446","bglo","194.29.178.90",2014-11-15 00:01:27
"12447","bmey","194.29.178.40",2014-11-15 00:03:27
"12448","rlar","194.29.178.75",2014-11-15 00:09:47
"12449","peter.schneider","193.0.96.13.12",2014-11-15 00:25:01
"12450","baus","194.29.178.174",2014-11-15 00:28:33
"12451","ccam","193.0.96.13.13",2014-11-15 00:33:35
"12452","c.ramsey","194.29.178.116",2014-11-15 00:34:36
"12453","dcon","194.29.178.59",2014-11-15 00:37:10
"12454","jeffrey.morris","194.29.178.179",2014-11-15 00:56:19
"12455","kcol","194.29.178.73",2014-11-15 01:04:10
"12456","crystal.moreno","194.29.178.244",2014-11-15 01:11:50
"12457","sylvia.adkins","194.29.178.119",2014-11-15 01:36:04
"12458","vcur","194.29.178.54",2014-11-15 01:36:22
"12459","l.norton","194.29.178.76",2014-11-15 01:36:28
"12460","d.mcgee","194.29.178.243",2014-11-15 01:57:46
"12461","rhonda.harmon","194.29.178.184",2014-11-15 02:14:13
"12462","nric","194.29.178.154",2014-11-15 02:18:33
"12463","b.cameron","194.29.178.56",2014-11-15 02:19:03
"12464","jennifer.ellis","193.0.96.13.41",2014-11-15 02:24:38
"12465","angel.adams","193.0.96.13.53",2014-11-15 02:27:56
"12466","jnew","194.29.178.159",2014-11-15 02:47:33
"12467","blew","194.29.178.210",2014-11-15 02:55:20
"12468","sham","194.29.178.24",2014-11-15 02:55:44
"12469","clov","194.29.178.50",2014-11-15 03:03:09
"12470","g.walton","193.0.96.13.15",2014-11-15 03:05:07
"12471","alberto.blair","193.0.96.13.31",2014-11-15 03:08:57
"12472","s.rodriquez","194.29.178.231",2014-11-15 03:34:35
"12473","phyllis.underwood","193.0.96.13.51",2014-11-15 03:36:34
"12474","kent.mccormick","194.29.178.91",2014-11-15 03:41:56
"12475","g.horn","194.29.178.156",2014-11-15 03:45:06
"12476","m.garza","194.29.178.45",2014-11-15 03:56:53
"12477","r.stewart","193.0.96.13.9",2014-11-15 03:57:14
"12478","hbuc","194.29.178.113",2014-11-15 04:02:46
"12479","m.hodges","194.29.178.186",2014-11-15 04:03:27
"12480","andrea.burgess","194.29.178.140",2014-11-15 04:38:40
"12481","msno","194.29.178.32",2014-11-15 04:44:18
"12482","betty.walters","193.0.96.13.40",2014-11-15 04:50:15
"12483","dean.hammond","193.0.96.13.46",2014-11-15 04:58:48
"12484","s.ramos","194.29.178.33",2014-11-15 05:05:24
"12485","florence.bridges","194.29.178.236",2014-11-15 05:05:40
"12486","w.higgins","193.0.96.13.48",2014-11-15 05:05:44
"12487","ssha","193.0.96.13.50",2014-11-15 05:10:42
"12488","eyat","194.29.178.151",2014-11-15 05:15:13
"12489","t.green","193.0.96.13.55",2014-11-15 05:21:27
"12490","gcun","193.0.96.13.21",2014-11-15 05:25:03
"12491","c.wiggins","194.29.178.157",2014-11-15 05:37:28
"12492","k.simmons","194.29.178.8",2014-11-15 05:40:32
"12493","j.mendoza","194.29.178.193",2014-11-15 05:59:28
"12494","jean.heath","194.29.178.254",2014-11-15 06:25:21
"12495","l.norton","194.29.178.99",2014-11-15 06:36:57
"12496","claude.clark","193.0.96.13.36",2014-11-15 06:37:35
"12497","kvin","193.0.96.13.38",2014-11-15 06:45:19
"12498","mwol","193.0.96.13.52",2014-11-15 06:52:29
"12499","r.daniel","193.0.96.13.41",2014-11-15 06:52:58
"12500","denise.sandoval","193.0.96.13.47",2014-11-15 07:13:00
"12501","r.bradley","194.29.178.21",2014-11-15 07:20:00
"12502","martin.ballard","194.29.178.132",2014-11-15 07:27:40
"12503","t.williamson","194.29.178.79",2014-11-15 07:44:55
"12504","ricky.vaughn","194.29.178.213",2014-11-15 08:14:59
"12505","rosemary.cole","194.29.178.173",2014-11-15 08:27:17
"12506","dorothy.simpson","193.0.96.13.14",2014-11-15 08:27:29
"12507","ashley.cummings","194.29.178.122",2014-11-15 08:30:44
"12508","j.owen","194.29.178.101",2014-11-15 08:40:53
"12509","awon","194.29.178.82",2014-11-15 08:51:11
"12510","dolores.bowen","194.29.178.96",2014-11-15 08:53:20
"12511","lgon","194.29.178.134",2014-11-15 08:58:35
"12512","t.leonard","194.29.178.186",2014-11-15 09:11:07
"12513","joann.kennedy","194.29.178.22",2014-11-15 09:20:15
"12514","jhar","194.29.178.52",2014-11-15 09:37:53
"12515","ehan","193.0.96.13.30",2014-11-15 09:41:15
"12516","b.welch","194.29.178.234",2014-11-15 09:47:34
"12517","do.c","193.0.96.13.49",2014-11-15 09:48:29
"12518","katie.george","194.29.178.247",2014-11-15 09:48:59
"12519","peter.schneider","193.0.96.13.12",2014-11-15 09:51:36
"12520","anthony.gregory","193.0.96.13.30",2014-11-15 09:52:26
"12521","ewhi","194.29.178.199",2014-11-15 09:59:57
